platform,text,user_id,total_interactions_count,statistics,username,user_description,created_at,profile_url,post_url,media_url
twitter,"🇮🇱🇵🇸 If Israel claims to just be fighting Hamas, why are they also bombing Lebanon and Syria?

They are trying to provoke an Arab conflict.",1151913018936053760,63926,"{'quote_count': 546, 'retweet_count': 14371, 'like_count': 49009}",jacksonhinklle,Help me expose the propagandists by subscribing to my X Premium for $3 ☦️ Most VIRAL account on X  thedivewithjackson@gmail.com,2023-10-15 11:25:12,https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1713516370489454751,
twitter,"🇮🇱🇵🇸 This MSNBC pundit made a few small observations about the Israel - Palestine conflict, and was subsequently suspended from his job. https://t.co/BVdCz0I15f",1151913018936053760,24286,"{'quote_count': 455, 'retweet_count': 7430, 'like_count': 16401}",jacksonhinklle,Help me expose the propagandists by subscribing to my X Premium for $3 ☦️ Most VIRAL account on X  thedivewithjackson@gmail.com,2023-10-15 17:32:47,https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1713608874631082402,https://pbs.twimg.com/amplify_video_thumb/1712839256018702336/img/LGeJlc1-mJEqaaI9.jpg
twitter,"BREAKING: Six year old boy killed and his mum injured in attack by their 71-year old landlord in 🇺🇸 Illinois, who according to the Sheriff's office was motivated by their 'being Muslim and the ongoing Middle Eastern conflict involving Hamas and the Israelis'.",1626294277,30399,"{'quote_count': 1234, 'retweet_count': 7420, 'like_count': 21745}",spectatorindex,"News, media and data from around the globe. Covering politics, economics, science, tech and sport.",2023-10-15 20:54:08,https://pbs.twimg.com/profile_images/1145865652533547008/XBahoZmX_normal.png,https://twitter.com/spectatorindex/status/1713659544021450940,
twitter,"🇮🇱🇸🇾 Israel bombed Aleppo International Airport again today, rendering inoperative.

Why is Israel trying to draw Syria into this conflict with Hamas? https://t.co/VqnZM7Jpa3",1151913018936053760,31234,"{'quote_count': 367, 'retweet_count': 7242, 'like_count': 23625}",jacksonhinklle,Help me expose the propagandists by subscribing to my X Premium for $3 ☦️ Most VIRAL account on X  thedivewithjackson@gmail.com,2023-10-15 02:38:04,https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1713383712304316602,https://pbs.twimg.com/media/F8cpZ7GXgAAr4G-.jpg
twitter,"Markiplier confirms on a YouTube livestream that he was supposed to appear in Blumhouse's upcoming ‘FIVE NIGHTS AT FREDDY'S’ movie, but a scheduling conflict with ‘IRON LUNG’ prevented his involvement from happening.

""I wanted to be in it, it was simply a matter the schedules… https://t.co/rsw1SX2PxW",995458744795398145,135679,"{'quote_count': 3199, 'retweet_count': 5843, 'like_count': 126637}",JonnyBlox,"Content creator and news reporter for the indie horror scene!
Business email: jonnybloxbusiness@gmail.com",2023-10-16 20:09:56,https://pbs.twimg.com/profile_images/1588954413523259394/Kjqy7D9i_normal.jpg,https://twitter.com/JonnyBlox/status/1714010808437358941,https://pbs.twimg.com/media/F8lhbRvWQAA2I-C.jpg
twitter,"JUST IN: Another US Congressman has ONCE AGAIN bought war stocks before the Israel and Palestine conflict.

Representative Josh Gottheimer purchased up to $15,000 of Northrop Grumman Corp, $NOC, on Sept 26.

He sits on the National Security Agency and Intelligence Committees.",1200616796295847936,13673,"{'quote_count': 428, 'retweet_count': 3719, 'like_count': 9526}",unusual_whales,"Stocks/Options/Crypto/Market News +Tools. Not advice.

🐳 who changed Congress.

Discord: https://t.co/0xJ9e0Zr98 
More: https://t.co/nsxZlPUsA4
News: https://t.co/aGIgoNHhJo",2023-10-16 16:26:15,https://pbs.twimg.com/profile_images/1714107328134516736/dLZGJPm7_normal.png,https://twitter.com/unusual_whales/status/1713954517811605765,
twitter,"- How we talk about this situation is very important. This is not a conflict, this is not a battle, it is a genocide of Palestinian people. It is a violation of human rights that should be the concern of everyone.
https://t.co/rUFVNoj7GB",1648552808109551617,11723,"{'quote_count': 29, 'retweet_count': 3518, 'like_count': 8176}",hanonmyphone,han is a pop idol. han is a biblically accurate angel. han is the fourth incarnation of god. han is a convicted criminal. han can never die.,2023-10-15 21:13:31,https://pbs.twimg.com/profile_images/1684667886390902785/Bbevj_e5_normal.jpg,https://twitter.com/hanonmyphone/status/1713664425100488974,https://pbs.twimg.com/ext_tw_video_thumb/1713497816188796928/pu/img/RYd3l4DIzatakRdp.jpg
twitter,The absolute number one priority of the United States right now should be to protect American lives and avoid getting our nation involved in a disastrous conflict overseas. This should be so obvious and uncontroversial that it doesn’t even need to be said.,1500129642,24765,"{'quote_count': 195, 'retweet_count': 2973, 'like_count': 21597}",MattWalshBlog,"Theocratic fascist, bestselling children’s author",2023-10-15 16:03:55,https://pbs.twimg.com/profile_images/1699097030461730821/qorqXi8A_normal.jpg,https://twitter.com/MattWalshBlog/status/1713586511872954460,
twitter,"In conflict, civilians always pay the highest price.

War is not the answer.

We need peace. https://t.co/3qgHZTHKS7",14159148,11494,"{'quote_count': 379, 'retweet_count': 2941, 'like_count': 8174}",UN,"Official account of the United Nations. 
For peace, dignity & equality on a healthy planet.",2023-10-15 08:01:00,https://pbs.twimg.com/profile_images/1323749922005524485/LjJsuyU4_normal.jpg,https://twitter.com/UN/status/1713464978894700819,https://pbs.twimg.com/media/F8WCb61WYAALO3d.jpg
twitter,"🚨BREAKING: Donald Trump releases a new statement on his TruthSocial about the conflict in Israel: 

Trump writes, 

-What happened in Israel was barbaric! Now American Universities are allowing or enabling the open hatred against Israel and America! Instead of educating our… https://t.co/zJNFDdhWHT",1498697025994432518,16526,"{'quote_count': 130, 'retweet_count': 2678, 'like_count': 13718}",IanJaeger29,"Mens physique bodybuilder, conservative",2023-10-15 03:24:17,https://pbs.twimg.com/profile_images/1602055610903691264/owmk2WyJ_normal.jpg,https://twitter.com/IanJaeger29/status/1713395340076822538,https://pbs.twimg.com/media/F8cz-yhWQAAfgbm.jpg
twitter,"Since I started bringing attention to how Zionists are lying to the world about this conflict, I've received countless messages like this from hateful Jewish Supremacists.

They don't realise it just gives me more motivation to expose their evil agenda to the world. https://t.co/qmqYfDtSkJ",1146509923683131398,13037,"{'quote_count': 90, 'retweet_count': 2486, 'like_count': 10461}",KeithWoodsYT,"Writer at Substack & Unz Review | Started #BanTheADL | I support sovereignty and self-determination for all peoples
 
https://t.co/DWMmuKo8oN",2023-10-15 14:09:24,https://pbs.twimg.com/profile_images/1642118179219447809/boetWC_P_normal.jpg,https://twitter.com/KeithWoodsYT/status/1713557692403310985,https://pbs.twimg.com/media/F8fHo8rXUAARd9a.jpg
twitter,"Over the past few days, I’ve traveled to Israel, Jordan, Bahrain, Qatar, UAE, Saudi Arabia, and Egypt. What I’ve heard from every partner is a shared view to prevent the conflict from spreading, to safeguard innocent lives, and to get assistance to those in Gaza who need it.",1350150750966603777,13838,"{'quote_count': 235, 'retweet_count': 2341, 'like_count': 11262}",SecBlinken,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",2023-10-16 05:06:52,https://pbs.twimg.com/profile_images/1363277550928158722/LzlIxuhQ_normal.jpg,https://twitter.com/SecBlinken/status/1713783547264368903,
twitter,"HUGE - Once a staunch Modi critic, Shehla Rashid says Israel-Hamas conflict made her realise how lucky Indians are.

Shehla Rashid praised Indian Army, PM Modi, Union home minister Amit Shah for ensuring long-term peace and safety in Kashmir. The Indian Army and security forces… https://t.co/M8DEoAN1AV",1097897763445108738,14041,"{'quote_count': 99, 'retweet_count': 2053, 'like_count': 11889}",TimesAlgebraIND,Number 1 unaffiliated Online Political & Election News Portal ||  Follow and Turn Your Notifications On,2023-10-15 09:32:50,https://pbs.twimg.com/profile_images/1450363341184983042/K3IBOU--_normal.jpg,https://twitter.com/TimesAlgebraIND/status/1713488092122763730,https://pbs.twimg.com/media/F8eIVtyXYAEL0u2.jpg
twitter,Any reasonable person who peruses the history of the conflict eventually notices that the Palestinian national cause is driven by the rage of a people at their incapacity to win the wars they keep starting and commit the genocide they seek,10904832,15170,"{'quote_count': 187, 'retweet_count': 1989, 'like_count': 12994}",wesyang,Writing on Substack. Author https://t.co/XpCqfzGhUI. Tips accepted here: https://t.co/yOYgoS3FtN…,2023-10-15 08:34:36,https://pbs.twimg.com/profile_images/1664107699871657985/uulLIkfl_normal.jpg,https://twitter.com/wesyang/status/1713473436096344328,
twitter,"I continue to follow with great sorrow what is happening in Israel and Palestine. I renew my appeal for the freeing of the hostages and I strongly ask that children, the sick, the elderly, women, and all civilians not be made victims of the conflict.",500704345,13093,"{'quote_count': 101, 'retweet_count': 1799, 'like_count': 11193}",Pontifex,Welcome to the official Twitter page of His Holiness Pope Francis,2023-10-15 13:00:46,https://pbs.twimg.com/profile_images/1635032110531485696/e72TClKQ_normal.jpg,https://twitter.com/Pontifex/status/1713540417671549112,
twitter,"🚨 Sapience Institute's @mohammed_hijab will be live on Piers Morgan Uncensored tonight at 8PM UK time.

🔗 https://t.co/EOAheSkDka

He will provide the Islamic perspective on the current conflict and expose the evil of zionism and make the world aware that Israeli state terror,… https://t.co/EGJjsQ57kE",32933328,8916,"{'quote_count': 177, 'retweet_count': 1789, 'like_count': 6950}",HATzortzis,"Author: The Divine Reality: God, Islam & The Mirage of Atheism. Founder & CEO @sapienceorg. Co-founder @visionaries2023 MRes, MA & PgCert Phil. PhD candidate.",2023-10-16 12:56:16,https://pbs.twimg.com/profile_images/1649044979048693760/O3QLQ0Fk_normal.jpg,https://twitter.com/HATzortzis/status/1713901674509602985,https://pbs.twimg.com/media/F8kAeznXUAAuWWG.jpg
