platform,text,user_id,total_interactions_count,statistics,username,user_description,created_at,profile_url,post_url,media_url
twitter,"Dehumanisation has become a theme in this conflict. How else can people care so little about the destruction of a hospital. In contrast, this is how the Prophet Muhammad responded to the death of a Jew: 

A funeral passed the Messenger of Allah and he stood up, and it was said to…",911650432942002176,42750,"{'quote_count': 157, 'retweet_count': 9900, 'like_count': 32693}",mohammed_hijab,"Co-Founder of Sapience Institute Author The Burhan
BA & MA  (QMUL) | BA- (Al Azhar)- (3rd yr)|  MA- (SOAS)|  MTh - (Uni of Oxford)|  PhD Cand (Birmingham Uni)",2023-10-17 22:39:55,https://pbs.twimg.com/profile_images/1594377259909087238/3t-Qr96R_normal.jpg,https://twitter.com/mohammed_hijab/status/1714410941796802923,
twitter,"Markiplier confirms on a YouTube livestream that he was supposed to appear in Blumhouse's upcoming ‘FIVE NIGHTS AT FREDDY'S’ movie, but a scheduling conflict with ‘IRON LUNG’ prevented his involvement from happening.

""I wanted to be in it, it was simply a matter the schedules… https://t.co/rsw1SX2PxW",995458744795398145,135679,"{'quote_count': 3199, 'retweet_count': 5843, 'like_count': 126637}",JonnyBlox,"Content creator and news reporter for the indie horror scene!
Business email: jonnybloxbusiness@gmail.com",2023-10-16 20:09:56,https://pbs.twimg.com/profile_images/1588954413523259394/Kjqy7D9i_normal.jpg,https://twitter.com/JonnyBlox/status/1714010808437358941,https://pbs.twimg.com/media/F8lhbRvWQAA2I-C.jpg
twitter,"DONT CALL IT A CONFLICT.
DONT CALL IT A WAR.
DONT CALL IT A CLASH.
DONT CALL IT SELF-DEFENSE.
CALL IT WHAT IT IS. ETHNIC CLEANSING. DISCRIMINATION. GENOCIDE. https://t.co/S8KFWvKgIE",1497533314856591360,11837,"{'quote_count': 24, 'retweet_count': 4526, 'like_count': 7287}",ALATLTG,"💌 #KENANSALAMA: “Know that even in death, you are my life.” ¦ romajuliette truther ⋆ evajacks thinker",2023-10-17 18:43:49,https://pbs.twimg.com/profile_images/1716081754828636160/mn6g0fQZ_normal.jpg,https://twitter.com/ALATLTG/status/1714351527370867161,https://pbs.twimg.com/media/F8qZm_qWAAA86nG.jpg
twitter,Eric Cantona releases a statement on the Israel-Palestine conflict 👇 https://t.co/UdfXsl4xDr,1230516935072321537,21173,"{'quote_count': 594, 'retweet_count': 4186, 'like_count': 16393}",UtdDistrict,"Complete coverage of #mufc's men, women & youth teams. By the fans.",2023-10-17 09:50:17,https://pbs.twimg.com/profile_images/1536108848813158400/d2qq8JNS_normal.jpg,https://twitter.com/UtdDistrict/status/1714217258925298138,https://pbs.twimg.com/media/F8ofgqBXMAA2_gO.jpg
twitter,"Israeli journalist Gideon Levy at the Oxford Union several years ago: 

‘There is no Israeli-Palestinian conflict. There is a brutal Israeli occupation which must come to its end one way or the other’ https://t.co/L5YdDPIzWC",1964862775,10691,"{'quote_count': 254, 'retweet_count': 4017, 'like_count': 6420}",GUnderground_TV,We ask the questions mainstream media avoid. Current affairs and geopolitics. Follow us on Rumble. Host: @AfshinRattansi. RTs≠Endorsements,2023-10-17 10:41:37,https://pbs.twimg.com/profile_images/1395345049072848896/L8a8azSH_normal.jpg,https://twitter.com/GUnderground_TV/status/1714230177532617135,https://pbs.twimg.com/amplify_video_thumb/1714230084318502912/img/Dlis8uGh8RHp7nmf.jpg
twitter,"JUST IN: Another US Congressman has ONCE AGAIN bought war stocks before the Israel and Palestine conflict.

Representative Josh Gottheimer purchased up to $15,000 of Northrop Grumman Corp, $NOC, on Sept 26.

He sits on the National Security Agency and Intelligence Committees.",1200616796295847936,13673,"{'quote_count': 428, 'retweet_count': 3719, 'like_count': 9526}",unusual_whales,"Stocks/Options/Crypto/Market News +Tools. Not advice.

🐳 who changed Congress.

Discord: https://t.co/0xJ9e0Zr98 
More: https://t.co/nsxZlPUsA4
News: https://t.co/aGIgoNHhJo",2023-10-16 16:26:15,https://pbs.twimg.com/profile_images/1714107328134516736/dLZGJPm7_normal.png,https://twitter.com/unusual_whales/status/1713954517811605765,
twitter,📲 Eric Cantona releases a statement on the Israel-Palestine conflict: https://t.co/nk5h3HoZyT,1222239337548435456,23180,"{'quote_count': 409, 'retweet_count': 3671, 'like_count': 19100}",centredevils,📲 An all-round coverage of Manchester United.,2023-10-17 09:58:04,https://pbs.twimg.com/profile_images/1531275838364307456/c09EuRtq_normal.jpg,https://twitter.com/centredevils/status/1714219214310166963,https://pbs.twimg.com/media/F8ohSZdb0AACsV0.jpg
twitter,"Fuck anyone who’s given ANY ounce of support to Israel, and to the ppl who  said pray for both sides. fuck All of yall. This is no conflict or war this is GENOCIDE",1361485977542402050,7933,"{'quote_count': 24, 'retweet_count': 3364, 'like_count': 4545}",tinaagain,⚖️☪️| ig: tinaandthecity,2023-10-17 18:19:10,https://pbs.twimg.com/profile_images/1687302174286532608/xp7pOAxF_normal.jpg,https://twitter.com/tinaagain/status/1714345322829201879,
twitter,"BREAKING: Jordan's King says what happened at Al-Ahli Baptist Hospital is a 'massacre' and 'war crime', with the conflict entering a dangerous phase that could drag the region into a 'catastrophe'.",1626294277,12400,"{'quote_count': 182, 'retweet_count': 2809, 'like_count': 9409}",spectatorindex,"News, media and data from around the globe. Covering politics, economics, science, tech and sport.",2023-10-17 19:53:20,https://pbs.twimg.com/profile_images/1145865652533547008/XBahoZmX_normal.png,https://twitter.com/spectatorindex/status/1714369020445835445,
twitter,"🇯🇴🇮🇱 Jordan's King says what happened at Gaza Baptist Hospital is a 'massacre' and 'war crime', with the conflict entering a dangerous phase that could drag the region into a 'catastrophe'. https://t.co/IYUFyjqMtG",1151913018936053760,10036,"{'quote_count': 106, 'retweet_count': 2554, 'like_count': 7376}",jacksonhinklle,Help me expose the propagandists by subscribing to my X Premium for $3 ☦️ Most VIRAL account on X  thedivewithjackson@gmail.com,2023-10-17 20:02:34,https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1714371343662161937,https://pbs.twimg.com/media/F8qrpc-W8AAlfjY.jpg
twitter,"I invite all believers to unite with the Church in the Holy Land, dedicating themselves today to prayer and fasting for peace, so that the hostages be freed, civilians not be made victims of the conflict, humanitarian law be respected, and innocent blood not be shed.",500704345,15012,"{'quote_count': 164, 'retweet_count': 2405, 'like_count': 12443}",Pontifex,Welcome to the official Twitter page of His Holiness Pope Francis,2023-10-17 11:44:15,https://pbs.twimg.com/profile_images/1635032110531485696/e72TClKQ_normal.jpg,https://twitter.com/Pontifex/status/1714245939043389739,
