platform,text,user_id,total_interactions_count,statistics,username,user_description,created_at,profile_url,post_url,media_url
twitter,"The human cost of the Israeli-Palestinian Conflict (deaths/injuries): documented by the UN:

2008:
Palestine 🇵🇸: 3,202
Israel 🇮🇱: 853

2009:
Palestine 🇵🇸: 7,460
Israel 🇮🇱: 123

2010:
Palestine 🇵🇸: 1,659
Israel 🇮🇱: 185

2011:
Palestine 🇵🇸: 2,260
Israel 🇮🇱: 136

2012:
Palestine 🇵🇸:…",1335132884278108161,118482,"{'quote_count': 3039, 'retweet_count': 27343, 'like_count': 88100}",stats_feed,"There are three kinds of lies: lies, damned lies, and statistics. Sister page of @engineers_feed",2023-10-09 10:30:49,https://pbs.twimg.com/profile_images/1335168437220421632/VCHg78Nf_normal.jpg,https://twitter.com/stats_feed/status/1711328353288892702,
twitter,Lesson #1 in how media can manipulate the public into supporting one side or the other in a conflict. https://t.co/ep5cRJxJDt,2365896248,116769,"{'quote_count': 719, 'retweet_count': 26327, 'like_count': 89723}",AlanRMacLeod,"Senior Staff Writer/Podcast Producer, @MintPressNews. I mostly tweet about US/Mid East & Lat Am. politics, but complaining about corporate media is my passion.",2023-10-09 19:24:19,https://pbs.twimg.com/profile_images/1412117139071418386/3bmc9Vk7_normal.jpg,https://twitter.com/AlanRMacLeod/status/1711462615963045898,https://pbs.twimg.com/media/F8BV_jyXEAA_4qU.jpg
twitter,"THE PALESTINE-ISRAEL CONFLICT

1. The reactions to the latest hostility between Palestinians and the Israelis actually underscores why the conflict, which has been more than seven decades, would not find a solution.

2. Firstly, the responses that came from powerful Western…",2974181588,38864,"{'quote_count': 787, 'retweet_count': 14609, 'like_count': 23468}",chedetofficial,Official Account | Former Prime Minister of Malaysia | e-mail: drmahathir@perdana.org.my | https://t.co/jCvQDuy3Cz,2023-10-09 09:17:44,https://pbs.twimg.com/profile_images/1713909243433369601/t5xpijEb_normal.jpg,https://twitter.com/chedetofficial/status/1711309964424458466,
twitter,"A timely reminder that this is NOT a Muslim vs Jew conflict.

MANY Jews, both religious and secular, stand with Palestine.

Judaism and zionism are NOT the same. 

#Gaza #Israel #Palestine https://t.co/cuisSzLc26",946073731809595392,36009,"{'quote_count': 474, 'retweet_count': 9877, 'like_count': 25658}",Bob_cart124,"Journalist @5Pillarsuk. Views shared are my own. Good, bad or ugly, if it's true I retweet: Muslim World news focus.",2023-10-09 21:41:14,https://pbs.twimg.com/profile_images/1572709934973812736/9-e3UePp_normal.jpg,https://twitter.com/Bob_cart124/status/1711497069288976597,https://pbs.twimg.com/ext_tw_video_thumb/1711496940951658496/pu/img/Vax9pkZk8B7mXz9n.jpg
twitter,"This conflict for me has always been about morality. 

Morally, you cannot justify the killing of Palestinian civilians, even if you say it’s fighting terrorism. 

But morally, you also cannot justify the killing of Israeli civilians, even if you say you’re fighting occupation.",130557513,54039,"{'quote_count': 1068, 'retweet_count': 7795, 'like_count': 45176}",mehdirhasan,"Host, @mehdihasanshow on @MSNBC & NBC's @peacockTV. New York Times best-selling author. Order my new book: https://t.co/qGY4mV7rN8",2023-10-08 15:34:03,https://pbs.twimg.com/profile_images/1535820857452396545/R8k1zqNG_normal.jpg,https://twitter.com/mehdirhasan/status/1711042280369299853,
twitter,"In conflict, civilians always pay the highest price.

War is not the answer.

We need peace. https://t.co/56jKHXrFjU",14159148,29320,"{'quote_count': 3554, 'retweet_count': 6572, 'like_count': 19194}",UN,"Official account of the United Nations. 
For peace, dignity & equality on a healthy planet.",2023-10-09 19:02:00,https://pbs.twimg.com/profile_images/1323749922005524485/LjJsuyU4_normal.jpg,https://twitter.com/UN/status/1711456997864837462,https://pbs.twimg.com/media/F8A2xxJWMAAwaQZ.jpg
twitter,History of the Israel-Palestine Conflict. https://t.co/AP1Fr5YBrV,1245736369042780160,17722,"{'quote_count': 275, 'retweet_count': 5679, 'like_count': 11768}",everymovieplug,Check our media for latest movies and TV Show recommendations ,2023-10-09 18:00:00,https://pbs.twimg.com/profile_images/1687401266169749505/QGNL5HVI_normal.jpg,https://twitter.com/everymovieplug/status/1711441397449187771,https://pbs.twimg.com/amplify_video_thumb/1711425480975429632/img/dq4mxNQr4Ez8ouRV.jpg
twitter,"🚨 JUST IN: OIL PRICES SURGE BY OVER 4.5%

Conflict in the Middle East has caused oil prices to spike prior to the opening of markets on Monday morning, which will inevitably lead to an increase in gas prices that are already choking Americans.

Joe Biden has drained the… https://t.co/cnfQPKAI2X",2162812627,23157,"{'quote_count': 455, 'retweet_count': 5281, 'like_count': 17421}",nicksortor,"I cover stories mainstream media won't. | As seen on @TuckerCarlson Tonight, Fox News, Newsmax, Timcast, & more • #EastPalestine • DONATIONS⬇️",2023-10-09 02:00:00,https://pbs.twimg.com/profile_images/1696728176670490626/syt21Drf_normal.jpg,https://twitter.com/nicksortor/status/1711199804376617064,https://pbs.twimg.com/media/F79nJvYXQAAXULn.jpg
twitter,"""If I don't steal it someone else will""

This is the reality of the Israel/Palestine conflict.

Over 600 thousand Jewish Israeli settlers living on occupied Palestinian land, thousands of homes demolished, settlements constantly expanding.

What are Palestinians supposed to do? https://t.co/iWwCBXQZkd",1146509923683131398,16997,"{'quote_count': 473, 'retweet_count': 4852, 'like_count': 11672}",KeithWoodsYT,"Writer at Substack & Unz Review | Started #BanTheADL | I support sovereignty and self-determination for all peoples
 
https://t.co/DWMmuKo8oN",2023-10-09 02:37:48,https://pbs.twimg.com/profile_images/1642118179219447809/boetWC_P_normal.jpg,https://twitter.com/KeithWoodsYT/status/1711209315510505511,https://pbs.twimg.com/ext_tw_video_thumb/1711209272812445696/pu/img/IxugsejzOvRlw3l6.jpg
twitter,"Some nations are calling for deescalation of the Israel - Hamas war. I, as an individual, call for the escalation of this conflict - exponential escalation.

Hamas started the war. Israel will finish it. Hamas must cease to exist, but that cannot be the end of this war. There is…",758859344561569792,24794,"{'quote_count': 135, 'retweet_count': 4491, 'like_count': 20168}",majorgauravarya,"Honoured to be followed by Shri @narendramodi Ji, PM of India | Editor in Chief of Chanakya Forum | Senior Consulting Editor (Strategic Affairs) Republic TV",2023-10-08 09:18:36,https://pbs.twimg.com/profile_images/1559106887534014464/gtzFvYzr_normal.jpg,https://twitter.com/majorgauravarya/status/1710947792578118025,
